GUID,AIRTIME,ARTIST,TRACK
8654e609-52b3-40f2-9d16-f8d5ee5a778b,Tom Gregory,Footprints,2022-07-06T12:02:24+02:00
b890bb5a-4c43-4e94-014d-5253a0523495,Elton John & Dua Lipa,Cold Heart (PNAU Remix),2022-07-06T11:59:14+02:00
64b8b7d8-ec7d-4879-2a3c-834ed5e7e663,Bryan Adams,Please Forgive Me,2022-07-06T11:47:55+02:00
c3ce9ccd-b0e5-4323-967e-5f00410b1cc3,Kygo,Stole the Show (feat. Parson James),2022-07-06T11:44:10+02:00
70d60df1-5591-404b-5d42-5ba8a3d04975,Tom Grennan,Little Bit of Love,2022-07-06T11:40:29+02:00
5069e6d7-570b-4f68-1ab2-79a9984629a1,Purple Disco Machine & Sophie and the Giants,In The Dark,2022-07-06T11:37:21+02:00
fe995879-62ea-49fd-3e83-d6411c875f8a,Leona Lewis,Bleeding Love,2022-07-06T11:31:58+02:00
d196998c-18b9-4ae4-5e0a-c1d3b0af9cb7,OneRepublic,West Coast,2022-07-06T11:28:47+02:00
d827be3a-46f3-4f65-953a-26e9ea6afe51,Joel Corry,Head & Heart (feat. MNEK),2022-07-06T11:26:00+02:00
2da7336a-cfdb-4584-03df-6050268ad3ab,Christina Aguilera,Genie in a Bottle,2022-07-06T11:17:18+02:00
75749a6a-e071-404b-bb8f-65601409822e,ClockClock,Sorry,2022-07-06T11:14:25+02:00
661118e2-8f0e-4240-b16e-711821d0e19b,Milky Chance,Synchronize,2022-07-06T11:10:33+02:00
612880ed-3d81-4343-e39e-4ce5226f9ac6,Stefanie Heinzmann,My Man Is a Mean Man,2022-07-06T11:06:38+02:00
f2bb27eb-c689-4338-08a4-6f5b1f2b0458,Max Giesinger,Die Reise,2022-07-06T11:02:46+02:00
7779458f-d8f8-46fa-16fe-cb90e13fe7a2,Alesso & Katy Perry,When I'm Gone,2022-07-06T11:00:11+02:00
a448aa5f-acfd-47e3-ebc1-7358e5b730f6,Backstreet Boys,Quit Playing Games (With My Heart),2022-07-06T10:48:05+02:00
18ee8afa-6d7a-4d32-1087-1fbbda5a4de5,Alle Farben,Please Tell Rosie (feat. YOUNOTUS),2022-07-06T10:45:17+02:00
393eec0b-79b6-4f41-13d9-7203e3e7095c,Jason Derulo & Nuka,Love Not War (The Tampa Beat),2022-07-06T10:42:08+02:00
202d1853-39bd-41f3-7c6a-80df5e24e67a,Rihanna,We Found Love (feat. Calvin Harris),2022-07-06T10:37:35+02:00
83778084-d670-413f-3886-80103f8b8262,Jaymes Young,Infinity,2022-07-06T10:33:51+02:00
caaa3a1c-2e10-4eb0-1629-dec8f4204ec3,LA Vision & Gigi D'Agostino,Hollywood,2022-07-06T10:28:46+02:00
3562bb88-88b6-44f5-9c7a-860830304fed,Die Ärzte,Westerland,2022-07-06T10:25:14+02:00
211bacac-1ce7-4dc6-6791-ff78119fd60a,Michael Patrick Kelly,Blurry Eyes,2022-07-06T10:21:43+02:00
5ffc96fa-714a-493a-44be-d8fd51fcce28,Imany,Don't Be So Shy (Filatov & Karas Remix),2022-07-06T10:18:38+02:00
14f1280d-b8de-47a2-6823-6964850115de,Ofenbach x Ella Henderson,Hurricane,2022-07-06T10:16:01+02:00
989eb284-3839-4750-16e5-63dce29cf7dc,Shakira,Waka Waka (This Time for Africa) (feat. Freshlyground),2022-07-06T10:12:34+02:00
0723c105-3266-4a3d-aed5-5468a0fdf9a0,Imagine Dragons,Follow You,2022-07-06T10:09:42+02:00
7dc98ba7-a990-4ca8-f349-4e923c5c1118,KAMRAD,I Believe,2022-07-06T10:07:07+02:00
7c487838-cf02-4326-a28f-29c6fc4ab08b,Kungs & Cookin' On 3 Burners,This Girl,2022-07-06T10:03:50+02:00
05cff18b-77bf-40d9-9f6a-b378134ee167,Jax Jones & MNEK,Where Did You Go?,2022-07-06T10:00:55+02:00
6df2fbb6-9749-4cd3-b053-eeeb1b815a3f,Sixpence None the Richer,Kiss Me,2022-07-06T09:47:33+02:00
b10fd47b-ed58-475e-01a8-46324f5d40c5,Ed Sheeran,I See Fire,2022-07-06T09:43:25+02:00
6f098444-1000-4bd3-5b28-615358d17205,The Kid LAROI & Justin Bieber,Stay,2022-07-06T09:41:04+02:00
fa3f155d-5866-4dca-50fa-9b3ac85a7d74,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2022-07-06T09:37:35+02:00
90618918-fc0e-42aa-6675-90a6dc5183ce,iann dior,let you,2022-07-06T09:35:03+02:00
48188b3e-8ecd-4687-1ef8-39ec492de264,The Weeknd,Blinding Lights,2022-07-06T09:31:48+02:00
aa42d541-ecc4-496b-b424-e0be0397761d,Lady Gaga,Bad Romance,2022-07-06T09:24:46+02:00
0bae4523-a871-4996-b864-bfeb2b6b3d3d,Malik Harris,Rockstars,2022-07-06T09:21:58+02:00
964b6d89-848f-4511-b435-7300e20567e9,Justin Timberlake,Can't Stop The Feeling!,2022-07-06T09:18:04+02:00
eb94c714-145a-41ea-ef73-aaaa790a28d9,Rea Garvey & VIZE,The One,2022-07-06T09:15:12+02:00
911ce949-6409-4ad5-29db-0b53e8a9660e,Robbie Williams,Feel,2022-07-06T09:11:30+02:00
8d591381-c5f1-4aa2-ccd2-bf1ae0c5e390,Leony,Remedy,2022-07-06T09:09:09+02:00
c3cb2e1f-d765-4a94-71a1-6a4a39f3469f,Gestört aber GeiL x Anna Grey,Thank You,2022-07-06T09:05:39+02:00
0a4cb1db-b74a-43d2-2e47-f776650ea87e,George Ezra,Shotgun,2022-07-06T09:02:14+02:00
8ad648ff-9ee8-4154-cf20-a57ac13cf4f2,Lost Frequencies & Calum Scott,Where Are You Now,2022-07-06T08:59:48+02:00
16f8467d-481b-4f08-9f03-f74eea37e42f,Coldplay X BTS,My Universe,2022-07-06T08:49:01+02:00
b8b0e401-6c05-4084-3a77-d533b51a1bfe,"Topic, Robin Schulz, Nico Santos & Paul van Dyk",In Your Arms (For An Angel),2022-07-06T08:46:33+02:00
cfffe783-a31b-49bb-38a5-2bb8243608b9,P!nk,Who Knew,2022-07-06T08:43:14+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T08:37:59+02:00
5115e5e6-b463-494c-135a-bf7d5b57685c,Alvaro Soler,Sofia,2022-07-06T08:32:13+02:00
0a544b92-dfa1-4603-3576-5bbf8c3569fd,"Imagine Dragons, JID, League of Legends",Enemy (Non Rap Version),2022-07-06T08:29:25+02:00
659f89ca-7b5f-44ad-847d-8357303cb613,The Underdog Project,Summer Jam (Alle Farben Remix),2022-07-06T08:19:45+02:00
ef20474e-b046-4328-b159-df3f69d6025f,Ellie Goulding,Love Me Like You Do,2022-07-06T08:15:59+02:00
65c8ae97-392b-4464-6c01-5f1ed6bf26ad,Lil Nas X,THATS WHAT I WANT,2022-07-06T08:13:27+02:00
ff3689ca-3b6a-4991-a3ec-de68ccdf86d4,Tinlicker & Helsloot,Because You Move Me,2022-07-06T08:07:25+02:00
eedcf219-120c-4bba-6654-268452b8b3fa,Empire of the Sun,We Are the People,2022-07-06T08:03:12+02:00
400c69b6-5ada-495a-4a41-beebe465b4f6,Robin Schulz & Dennis Lloyd,Young Right Now,2022-07-06T08:00:18+02:00
145ddda1-f6a1-4dd5-ad9d-e8c5d29e258a,Calvin Harris & Sam Smith,Promises,2022-07-06T07:49:26+02:00
b801cbae-8d01-40d5-3c89-8143e1d6320c,Michael Patrick Kelly,Beautiful Madness,2022-07-06T07:46:29+02:00
4cb861c7-97be-468a-cd03-5b5fc740a7e5,LINKIN PARK,CASTLE OF GLASS,2022-07-06T07:43:24+02:00
5069e6d7-570b-4f68-1ab2-79a9984629a1,Purple Disco Machine & Sophie and the Giants,In The Dark,2022-07-06T07:40:17+02:00
4f90a023-a6d9-4d50-679e-16e7b36ef5a4,Kygo x DNCE,Dancing Feet,2022-07-06T07:34:39+02:00
c9e91dcf-6f29-4c4b-0397-53513f1cf9f5,twenty one pilots,Stressed Out,2022-07-06T07:32:17+02:00
b6524a11-8f17-4f48-6ed7-1a5e15fe79cf,Harry Styles,As It Was,2022-07-06T07:29:37+02:00
69d1a3a9-8308-4578-da79-f65a3137f76b,Adam Lambert,Ghost Town,2022-07-06T07:19:00+02:00
75749a6a-e071-404b-bb8f-65601409822e,ClockClock,Sorry,2022-07-06T07:14:53+02:00
0f1673f4-3a20-4d31-265a-86a04575a572,Ed Sheeran,Bad Habits,2022-07-06T07:09:05+02:00
8e535647-cfc9-4ec8-6e4b-f0afe0b70226,Hurts,Stay,2022-07-06T07:04:09+02:00
90919f3d-b2e9-4ad1-c218-91d228a99aed,Alle Farben,Alright (feat. KIDDO),2022-07-06T07:01:22+02:00
e491b804-4a86-431e-3ce1-23fe19781c93,Mark Forster,194 Länder,2022-07-06T06:50:11+02:00
05cff18b-77bf-40d9-9f6a-b378134ee167,Jax Jones & MNEK,Where Did You Go?,2022-07-06T06:47:16+02:00
5a598661-c3de-4666-39e8-d91e862e877a,K'naan,Wavin' Flag,2022-07-06T06:43:51+02:00
84dbe46a-067a-46ad-7160-1055d0a388c7,Michael Schulte,With You,2022-07-06T06:37:54+02:00
c9f67da2-5026-4df5-8dda-292e7b052ad2,Avicii,Wake Me Up,2022-07-06T06:32:16+02:00
94bf17d1-bdab-4043-b412-9b87e30a2e99,Shawn Mendes,When You're Gone,2022-07-06T06:29:26+02:00
d37dda80-1152-4df7-4d89-94d6c80fc5c5,Pascal Letoublon,Friendships (Lost My Love) (feat. Leony!),2022-07-06T06:20:11+02:00
4e8d7f42-1806-44cb-a0f4-9fa3a29f6c26,Taylor Swift,Shake It Off,2022-07-06T06:16:50+02:00
83778084-d670-413f-3886-80103f8b8262,Jaymes Young,Infinity,2022-07-06T06:11:57+02:00
f6ff524f-fb29-4378-5f04-47ef763c07d5,Ava Max,EveryTime I Cry,2022-07-06T06:06:56+02:00
365a9de8-1c1e-498b-a3ad-5e87332be3f8,Milow,Ayo Technology,2022-07-06T06:03:31+02:00
c4c01bc8-4a90-48be-698b-501b107a7b42,Glockenbach,Brooklyn (feat. ClockClock),2022-07-06T06:00:34+02:00
6aac90b6-d624-46b1-088a-192da855c457,Axwell Λ Ingrosso,More Than You Know,2022-07-06T05:50:46+02:00
f5f4c59e-910e-48ab-56f3-ef1592991da4,Milky Chance,Colorado,2022-07-06T05:47:53+02:00
90618918-fc0e-42aa-6675-90a6dc5183ce,iann dior,let you,2022-07-06T05:45:14+02:00
47ecb401-3257-4f15-db45-419b819a0e12,Adel Tawil,Lieder,2022-07-06T05:41:31+02:00
5b4b1fe6-43ee-457e-f175-023640f43624,Alvaro Soler & Topic,Solo Para Ti,2022-07-06T05:36:10+02:00
c1ab7edb-b9aa-4a28-dca0-05ca38731bb4,Alan Walker,Sing Me to Sleep,2022-07-06T05:32:00+02:00
b890bb5a-4c43-4e94-014d-5253a0523495,Elton John & Dua Lipa,Cold Heart (PNAU Remix),2022-07-06T05:28:36+02:00
8c5feed6-e5cf-45c2-361b-e2dc1ed53908,Ella Henderson,Ghost,2022-07-06T05:21:47+02:00
3ad2fc2f-e23a-4be2-de3b-fc8efe9145f9,Dermot Kennedy,Power Over Me,2022-07-06T05:18:34+02:00
fd02516c-c372-4f8c-45e5-a1f3184cc38b,Ofenbach & Quarterhead,Head Shoulders Knees & Toes (feat. Norma Jean Martine),2022-07-06T05:16:00+02:00
8592bcef-b115-4b82-d4e4-a408b3e528ba,Ed Sheeran,Perfect,2022-07-06T05:11:07+02:00
8d591381-c5f1-4aa2-ccd2-bf1ae0c5e390,Leony,Remedy,2022-07-06T05:07:26+02:00
c14ff8f6-2aaa-4542-99b1-d13398d1dc0f,"David Guetta, MistaJam & John Newman",If You Really Love Me (How Will I Know),2022-07-06T05:03:17+02:00
cd024101-d28a-4f63-ee02-ca07649a040c,P!nk,So What,2022-07-06T04:59:06+02:00
d196998c-18b9-4ae4-5e0a-c1d3b0af9cb7,OneRepublic,West Coast,2022-07-06T04:55:54+02:00
f9fa2729-3f66-4222-288e-04a52fbdb775,Spice Girls,Wannabe,2022-07-06T04:51:34+02:00
a4f66fa7-f1f1-4513-40da-25fb665f4316,Michael Schulte,Remember Me,2022-07-06T04:47:47+02:00
1b9c6acb-4f96-4f87-d347-05c536e91edd,James Blunt,When I Find Love Again,2022-07-06T04:44:41+02:00
b8b0e401-6c05-4084-3a77-d533b51a1bfe,"Topic, Robin Schulz, Nico Santos & Paul van Dyk",In Your Arms (For An Angel),2022-07-06T04:42:13+02:00
f1c9c279-ee05-4d27-6826-26b25cdde10f,Bastille,Of the Night,2022-07-06T04:38:35+02:00
40644edd-2d88-46db-dfab-0bd98682d692,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,2022-07-06T04:35:43+02:00
dffec24d-1cb7-4ec8-c394-3ac554fde725,Imagine Dragons,Bad Liar,2022-07-06T04:31:31+02:00
7779458f-d8f8-46fa-16fe-cb90e13fe7a2,Alesso & Katy Perry,When I'm Gone,2022-07-06T04:28:56+02:00
d6278a92-a7e4-446d-7eea-8f59453f23e6,Eurythmics,Sweet Dreams (Are Made of This),2022-07-06T04:21:00+02:00
462c7254-1f3a-4f79-f913-d9d6252fa78c,Taylor Swift,Blank Space,2022-07-06T04:16:54+02:00
65c8ae97-392b-4464-6c01-5f1ed6bf26ad,Lil Nas X,THATS WHAT I WANT,2022-07-06T04:14:19+02:00
8ff2b6c9-bdfe-4d3d-4de8-14d5f26d8c19,Rihanna,Umbrella,2022-07-06T04:10:08+02:00
661118e2-8f0e-4240-b16e-711821d0e19b,Milky Chance,Synchronize,2022-07-06T04:07:13+02:00
8c797288-43bd-45a1-4376-653e03308d3d,The Chainsmokers & Coldplay,Something Just Like This,2022-07-06T04:03:15+02:00
211bacac-1ce7-4dc6-6791-ff78119fd60a,Michael Patrick Kelly,Blurry Eyes,2022-07-06T03:59:44+02:00
7db06e4c-6574-4d02-7341-dbb9a6d88c68,Hanson,MMMBop,2022-07-06T03:51:40+02:00
06293835-9d55-4d0d-52c2-b9c70f540282,Family of the Year,Hero,2022-07-06T03:48:42+02:00
a56ca645-a2c8-498c-7eec-3cc9ba08928b,Ofenbach,Wasted Love (feat. Lagique),2022-07-06T03:46:28+02:00
9fc0573e-e11a-446e-39b1-13503704dced,Alessia Cara,Scars to Your Beautiful,2022-07-06T03:42:40+02:00
5069e6d7-570b-4f68-1ab2-79a9984629a1,Purple Disco Machine & Sophie and the Giants,In The Dark,2022-07-06T03:39:44+02:00
c1c294dc-1ad5-455a-9b10-fbdfc11cce38,Gotye,Somebody That I Used to Know (feat. Kimbra),2022-07-06T03:35:51+02:00
7dc98ba7-a990-4ca8-f349-4e923c5c1118,KAMRAD,I Believe,2022-07-06T03:33:17+02:00
32e6f199-4056-4135-5e91-5dba1ee36f67,VIZE,Glad You Came,2022-07-06T03:30:09+02:00
0bae4523-a871-4996-b864-bfeb2b6b3d3d,Malik Harris,Rockstars,2022-07-06T03:27:31+02:00
8d587fb8-5bbd-4ace-92df-002a9edbdcf5,Shakira,"Whenever, Wherever",2022-07-06T03:20:45+02:00
e691f3d9-36ad-49f0-681d-7a75503ce3d7,R3HAB & A Touch of Class,All Around the World (La La La),2022-07-06T03:18:05+02:00
089c1986-f468-45a5-3f9d-c8481ff08a88,Mr. Probz,Waves (Robin Schulz,2022-07-06T03:14:45+02:00
75749a6a-e071-404b-bb8f-65601409822e,ClockClock,Sorry,2022-07-06T03:11:47+02:00
1fdb16d9-dcc2-4702-541e-2e093e867ebd,Bakermat,One Day (Vandaag),2022-07-06T03:08:13+02:00
a54b3db6-43c6-45a0-ff0b-e774e109cae2,Nico Santos,Weekend Lover,2022-07-06T03:05:02+02:00
4e570169-c504-4ee2-9ecd-c978b65a401c,Lewis Capaldi,Someone You Loved,2022-07-06T03:01:40+02:00
14f1280d-b8de-47a2-6823-6964850115de,Ofenbach x Ella Henderson,Hurricane,2022-07-06T02:59:16+02:00
4ae1d1ed-1887-48e6-9fdf-f16be5404169,Nickelback,How You Remind Me,2022-07-06T02:52:02+02:00
9d15e474-8e22-4ded-8120-c641353fcbbb,David Guetta & Sia,Let's Love,2022-07-06T02:48:31+02:00
8acc6b84-7d29-4563-d6da-4cfbe2797a8a,Tove Lo,Habits (Stay High),2022-07-06T02:45:04+02:00
05cff18b-77bf-40d9-9f6a-b378134ee167,Jax Jones & MNEK,Where Did You Go?,2022-07-06T02:42:09+02:00
ee0b7413-dcc3-4bd3-c384-762ff0021b69,Andreas Bourani,Nur in meinem Kopf,2022-07-06T02:38:19+02:00
c9fa7c93-befc-4927-5a3f-9be23d74ec73,Felix Jaehn,Do It Better (feat. Zoe Wees),2022-07-06T02:35:27+02:00
e69b8bc9-e147-44ec-1fec-cfc39c8cd75a,Ed Sheeran,Castle on the Hill,2022-07-06T02:31:07+02:00
8ad648ff-9ee8-4154-cf20-a57ac13cf4f2,Lost Frequencies & Calum Scott,Where Are You Now,2022-07-06T02:28:41+02:00
a9d9d081-8d65-4a0e-9276-32c70ef31946,Sophie B. Hawkins,Right Beside You,2022-07-06T02:19:59+02:00
e91f2b2c-7af0-4de0-c715-4b8a70bde02e,Dua Lipa,Be the One,2022-07-06T02:16:27+02:00
83778084-d670-413f-3886-80103f8b8262,Jaymes Young,Infinity,2022-07-06T02:12:28+02:00
d8e2e70b-0802-4a07-0232-f508134e4b72,Lady Gaga,Alejandro,2022-07-06T02:08:02+02:00
c3cb2e1f-d765-4a94-71a1-6a4a39f3469f,Gestört aber GeiL x Anna Grey,Thank You,2022-07-06T02:04:31+02:00
28856463-5233-405a-feff-5ec0c6c9f57c,Michael Schulte,Back to the Start,2022-07-06T02:01:21+02:00
0a544b92-dfa1-4603-3576-5bbf8c3569fd,"Imagine Dragons, JID, League of Legends",Enemy (Non Rap Version),2022-07-06T01:58:31+02:00
8ba9e2fc-a7cb-454c-0dc0-0a9ad9ddaf08,NANA,Lonely,2022-07-06T01:50:41+02:00
d1e81ba6-a0e1-490b-21f1-5f5dda2dba0e,OneRepublic,Run,2022-07-06T01:47:39+02:00
8d24b5ea-f118-413f-3568-ce710eb0d72d,X Ambassadors,Renegades,2022-07-06T01:44:23+02:00
400c69b6-5ada-495a-4a41-beebe465b4f6,Robin Schulz & Dennis Lloyd,Young Right Now,2022-07-06T01:41:21+02:00
29a6b511-0b52-4934-1dee-bab89fe552e0,Pitbull,Back in Time,2022-07-06T01:37:53+02:00
472ece51-2549-4a49-8ea3-fd20b80b5a84,George Ezra,Green Green Grass,2022-07-06T01:35:02+02:00
a3e54539-894c-4fe7-e67b-150981d6de6e,Wincent Weiss,Feuerwerk,2022-07-06T01:31:35+02:00
8d591381-c5f1-4aa2-ccd2-bf1ae0c5e390,Leony,Remedy,2022-07-06T01:29:14+02:00
cacd79a9-6b44-49dd-b03a-c28a645a7d28,Natalie Imbruglia,Torn,2022-07-06T01:20:57+02:00
d827be3a-46f3-4f65-953a-26e9ea6afe51,Joel Corry,Head & Heart (feat. MNEK),2022-07-06T01:17:56+02:00
dae020a4-b7bd-4e35-1c9f-4a12b910d03e,One Direction,Story of My Life,2022-07-06T01:14:20+02:00
b6524a11-8f17-4f48-6ed7-1a5e15fe79cf,Harry Styles,As It Was,2022-07-06T01:11:35+02:00
791769e5-f718-4e83-58a4-147fa013cbce,James Arthur,Impossible,2022-07-06T01:08:13+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T01:05:00+02:00
eb34dd71-9834-4dbc-15b1-b77cd0c17c30,Katy Perry,Roar,2022-07-06T01:00:52+02:00
b8b0e401-6c05-4084-3a77-d533b51a1bfe,"Topic, Robin Schulz, Nico Santos & Paul van Dyk",In Your Arms (For An Angel),2022-07-06T00:58:24+02:00
f251e824-9504-41bc-f551-6966f27f0e55,Roxette,Milk and Toast and Honey,2022-07-06T00:50:35+02:00
eb94c714-145a-41ea-ef73-aaaa790a28d9,Rea Garvey & VIZE,The One,2022-07-06T00:47:38+02:00
f4dfb455-e260-4597-3c2c-82781805ec38,Tom Gregory,Small Steps,2022-07-06T00:44:42+02:00
5069e6d7-570b-4f68-1ab2-79a9984629a1,Purple Disco Machine & Sophie and the Giants,In The Dark,2022-07-06T00:41:46+02:00
f8f09365-6a3a-40e4-931f-9c37aef9c7aa,"Marteria, Yasha & Miss Platnum",Lila Wolken,2022-07-06T00:38:01+02:00
5a0c158f-db65-4914-c1e9-84e80cce8a51,YouNotUs feat. Louis III,Samba,2022-07-06T00:35:24+02:00
5d3b504a-9d0f-4925-ad22-d3d224919002,Luis Fonsi,Despacito (feat. Daddy Yankee),2022-07-06T00:31:32+02:00
90919f3d-b2e9-4ad1-c218-91d228a99aed,Alle Farben,Alright (feat. KIDDO),2022-07-06T00:28:47+02:00
61aa5c6c-014f-418d-39ba-8333d498a6fd,Sugababes,Push the Button,2022-07-06T00:20:52+02:00
eb264944-d865-4b5d-ac34-14beac4eeb01,Nico & Vinz,Am I Wrong,2022-07-06T00:16:43+02:00
75749a6a-e071-404b-bb8f-65601409822e,ClockClock,Sorry,2022-07-06T00:13:39+02:00
7da2cad4-1dc1-42b3-bbff-8e9492d0710d,will.i.am,Scream & Shout (feat. Britney Spears),2022-07-06T00:08:35+02:00
84dbe46a-067a-46ad-7160-1055d0a388c7,Michael Schulte,With You,2022-07-06T00:05:15+02:00
107e979b-959f-412c-366f-4066e8417556,Alice Merton,No Roots,2022-07-06T00:01:21+02:00
